Objeto,Confianza,X1,Y1,X2,Y2,Tiempo
persona,0.8485981822013855,78,0,638,479,1743563633.0752702
persona,0.8776668310165405,77,0,639,479,1743563633.480942
silla,0.29772841930389404,580,295,639,376,1743563633.4813347
persona,0.8803550004959106,77,1,637,479,1743563633.837681
silla,0.4968568980693817,575,294,639,376,1743563633.8380823
silla,0.27720996737480164,0,330,129,479,1743563633.8383164
persona,0.9004560708999634,86,3,637,479,1743563634.1762598
silla,0.5049776434898376,576,295,639,379,1743563634.1766498
dining table,0.31613123416900635,0,422,107,479,1743563634.1769657
silla,0.2633861303329468,446,147,546,291,1743563634.1773527
silla,0.25810861587524414,576,294,639,415,1743563634.1776927
persona,0.888214647769928,89,2,636,479,1743563634.5249515
silla,0.5778130888938904,577,294,639,377,1743563634.5253434
dining table,0.304618775844574,0,421,106,479,1743563634.5256655
silla,0.3033481538295746,90,332,137,405,1743563634.5260556
silla,0.29566362500190735,24,331,127,429,1743563634.5263734
persona,0.883544385433197,80,1,634,479,1743563634.8657382
silla,0.4751788079738617,575,294,639,379,1743563634.866026
silla,0.38198322057724,25,331,126,430,1743563634.8662486
silla,0.2873952090740204,90,332,137,403,1743563634.8664842
dining table,0.2515159249305725,0,421,105,479,1743563634.8667095
persona,0.8887226581573486,93,2,637,479,1743563635.2463102
silla,0.4896431863307953,572,293,639,410,1743563635.246703
silla,0.36655640602111816,89,331,135,402,1743563635.2470174
silla,0.3008354604244232,25,331,125,429,1743563635.2473242
persona,0.8967569470405579,84,5,638,478,1743563635.5960164
bowl,0.3123789131641388,0,421,104,479,1743563635.5964031
dining table,0.2895698547363281,0,422,104,479,1743563635.5966651
persona,0.8866322636604309,55,3,637,480,1743563635.9432793
silla,0.5971429944038391,570,292,639,417,1743563635.9436703
persona,0.8621447682380676,2,2,640,479,1743563636.2948887
silla,0.5551866888999939,567,294,639,433,1743563636.2952533
silla,0.276624858379364,395,145,551,298,1743563636.2954814
persona,0.6864094734191895,0,2,606,478,1743563636.6521165
silla,0.6040756106376648,565,293,639,436,1743563636.6525345
silla,0.28030815720558167,584,292,639,410,1743563637.0760982
auto,0.39943769574165344,209,129,638,479,1743563637.430602
persona,0.3314894437789917,515,2,639,471,1743563638.1298063
silla,0.42466384172439575,564,292,639,443,1743563638.5209436
persona,0.36958831548690796,562,2,639,269,1743563638.5212948
train,0.25996387004852295,6,120,626,477,1743563638.5216036
silla,0.25900232791900635,551,292,639,478,1743563638.5219994
silla,0.471877783536911,566,292,639,447,1743563638.869648
train,0.33603018522262573,4,128,629,477,1743563638.8699958
silla,0.35619765520095825,562,293,639,436,1743563639.2197485
silla,0.5652780532836914,564,292,639,443,1743563639.5826273
train,0.40049469470977783,6,137,629,477,1743563639.5829816
silla,0.6409881711006165,564,292,639,478,1743563639.9495828
train,0.30049464106559753,7,119,630,476,1743563639.9499738
silla,0.43982693552970886,565,293,639,439,1743563640.3164098
train,0.32824647426605225,7,102,629,477,1743563640.3167517
silla,0.4096209704875946,561,292,639,449,1743563640.6686916
silla,0.550808310508728,566,292,639,450,1743563641.0170074
train,0.3284272253513336,8,138,624,477,1743563641.0172837
silla,0.5109414458274841,564,292,639,446,1743563641.3613842
train,0.32769960165023804,4,137,625,477,1743563641.3617349
silla,0.45742514729499817,559,292,639,450,1743563641.7140353
train,0.32865533232688904,6,144,630,476,1743563641.7143977
silla,0.5268633961677551,545,291,639,479,1743563642.0718448
silla,0.31928232312202454,563,293,639,443,1743563642.0722067
silla,0.527897298336029,558,292,639,478,1743563642.4163058
silla,0.287063330411911,517,291,639,479,1743563642.4166791
persona,0.4219167232513428,210,12,595,478,1743563642.9083085
train,0.28090667724609375,81,20,325,237,1743563643.2537198
silla,0.39839985966682434,533,196,639,458,1743563643.951781
reloj,0.26602184772491455,196,162,559,479,1743563643.952037
